Timestamp,Year,datetime,Ki,em,tm,um,prec,Rn,Ustar,FCO2,H,LE,HTwi00,LETwi00,HMau13,LEMau13,HCha14,LECha14,WF,SWC,VW1,VW2,VW3,VW4,VW5,VW6
2014-06-01 00:00:00,2014,14060100,0.0,11.596531621656899,284.33266666666697,0.3639856666666671,0.0,-13.901111073333302,0.170485,2.542096,-9.40231,-2.557499,-9.40231,-2.557499,-9.40231,-2.557499,-9.40231,-2.557499,0.020407236666667,0.46609861111111106,0.24396111111111102,0.24112777777777802,0.367266666666666,0.422094444444445,0.4132,0.483972222222222
2014-06-01 01:00:00,2014,14060101,0.0,11.5589344898281,284.55366666666697,0.750211333333333,0.0,-12.99222215,0.21219966666666698,7.373725,-40.36345,-3.9935833333333304,-18.2148,-3.9935833333333304,-18.2148,-3.9935833333333304,-18.2148,-3.9935833333333304,0.02046575,0.461707222222222,0.24921666666666697,0.23237222222222198,0.37428888888888895,0.41735555555555603,0.420438888888889,0.46846111111111105
2014-06-01 02:00:00,2014,14060102,0.0,11.5120129279738,284.600333333333,0.701547333333333,0.0,-13.111111003333301,0.24638649999999998,4.492555,-7.7979033333333305,-13.262711,-7.7979033333333305,-13.262711,-7.7979033333333305,-13.262711,-7.7979033333333305,-13.262711,0.020456986666667,0.46483305555555604,0.249788888888889,0.23438333333333303,0.373372222222222,0.4145833333333329,0.4204666666666671,0.476877777777778
2014-06-01 03:00:00,2014,14060103,0.0,11.576731826568698,285.132,0.4636493333333329,0.0,-13.513333423333302,0.1649145,3.0424533333333303,-13.374333333333302,-13.532823333333301,-13.374333333333302,-13.532823333333301,-13.374333333333302,-13.532823333333301,-13.374333333333302,-13.532823333333301,0.020467363333333,0.46519111111111106,0.24281666666666601,0.2385,0.36685,0.41878888888888893,0.41763888888888895,0.48066111111111104
2014-06-01 04:00:00,2014,14060104,0.0,11.7058904004895,285.515333333333,0.618819,0.0,-10.36733341,0.157072666666667,3.9670050000000003,-14.906656666666699,-10.942573333333302,-14.906656666666699,-10.942573333333302,-14.906656666666699,-10.942573333333302,-14.906656666666699,-10.942573333333302,0.020448806666667,0.46124499999999996,0.24373333333333302,0.236244444444445,0.36865555555555607,0.42548888888888897,0.41837222222222203,0.46761666666666707
2014-06-01 05:00:00,2014,14060105,0.0,11.8546446739294,285.85733333333303,0.711771,0.0,-12.99511125,0.1471915,2.576295,-16.0100566666667,-2.71317,-16.0100566666667,-2.71317,-16.0100566666667,-2.71317,-16.0100566666667,-2.71317,0.02037082,0.46069805555555604,0.24765,0.23485555555555604,0.37031666666666707,0.43373888888888895,0.42073888888888894,0.46033333333333293
2014-06-01 06:00:00,2014,14060106,0.23377779,11.8903656014475,285.891666666667,0.738531333333333,0.0,-16.3488889266667,0.21309299999999998,0.5051256666666671,-7.61414333333333,-6.6197,-7.61414333333333,-6.6197,-7.61414333333333,-6.6197,-7.61414333333333,-6.6197,0.020307776666667,0.45931611111111104,0.241727777777778,0.240838888888889,0.36397222222222203,0.426522222222222,0.4123166666666671,0.467472222222222
2014-06-01 07:00:00,2014,14060107,17.329777666666697,12.054914433370499,286.42866666666697,0.299150333333333,0.0,0.35488873000000104,0.1525793,0.865462666666667,-14.643366666666699,-4.89021,-5.09002694922951,-1.11444425077049,-17.551479097731,-6.039583060823901,2.61558055691869,-4.39071842358535,0.020289623333333,0.462399444444444,0.240588888888889,0.24249444444444396,0.36941666666666606,0.43214444444444394,0.405211111111111,0.47691111111111106
2014-06-01 08:00:00,2014,14060108,76.48777792,12.3926704294424,288.512333333333,1.5636896666666698,0.0,47.19222249,0.3159212,6.71512333333333,-30.56415,34.7438833333333,32.3827934232466,25.302793201169,-46.7859273365055,36.818628423548205,30.332454283554302,34.5410192942971,0.02014108,0.46512111111111104,0.24355,0.23772222222222197,0.372911111111111,0.4135,0.42391111111111107,0.476261111111111
2014-06-01 09:00:00,2014,14060109,142.611111956667,12.6488678492956,289.785333333333,3.64479333333333,0.0,94.3744439033333,0.658244333333333,-0.990133333333333,-81.085,97.6864666666667,-99999.,162.442233912918,-95.6653018726029,133.167688685498,9.60864808464799,92.3331115069013,0.019858646666667,0.446847777777778,0.237211111111111,0.23092222222222197,0.35846666666666605,0.40494444444444394,0.40553888888888895,0.45446111111111104
2014-06-01 10:00:00,2014,14060110,150.533332826667,12.8597287359422,290.34,4.83902,0.0,101.560000103333,0.6614399999999999,-5.12238333333333,-71.1018666666667,103.484266666667,-99999.,354.08261040276903,-87.941467506048,158.408049323741,4.1885656576369,95.24910111236309,0.01965869,0.434559722222222,0.23569444444444396,0.225488888888889,0.350855555555555,0.402472222222222,0.3938833333333329,0.43705
2014-06-01 11:00:00,2014,14060111,227.977778116667,13.224871607727803,291.400666666667,4.30625333333333,0.0,158.184441036667,0.603009,-7.30638666666667,-63.8373,116.695433333333,-87.47762485951321,456.51983055097605,-71.26116616291229,178.63097990408198,64.8942256225437,89.9275487474563,0.019508,0.4355325,0.234238888888889,0.226,0.3492,0.40075,0.393994444444445,0.44069444444444394
2014-06-01 12:00:00,2014,14060112,234.56666649666698,13.3426209891136,291.67900000000003,3.86046,0.0,163.416664546667,0.6483800000000001,-10.0667833333333,-45.364966666666696,147.775666666667,-70.33827336823539,238.020604581569,-69.4422070985014,226.20689935006598,35.326854951468796,123.824142928531,0.019477323333333,0.42964694444444396,0.2325,0.22627222222222199,0.34639444444444395,0.40012777777777797,0.39073333333333393,0.429727777777778
